,bibliography,date,date_modified,headword,morph_type,note,other_sources,pronunciation,sense,these_vars,variant_of
is_aabbc7a1-8b5c-4a46-a8f8-348d31b31613,,2018-03-08T07:17:53Z,2019-11-05T16:00:18Z,is,stem,{'bibliography': 'Epps/Obert; Fieldwork 2019'},{},iʃ,"['0333597e-bcd2-4496-a061-30b0c534634b', 'fe46e5c1-feb7-4b39-8ac4-316fb20f54f0']",,
dinaa_aaca7cab-aaaf-4ef1-a74a-337cc4f186cb,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,dinaa,stem,{'bibliography': 'Weir 1994'},{},dinaːʔ,['532dc17f-bf65-4d18-9545-d3e0a9b1aa66'],,
sapuu_aca80f49-f37b-4756-a63b-f87397345f3a,,2019-11-28T21:52:38Z,2019-12-13T14:06:37Z,sapuu,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},ʃa'pu:,['9e8136fd-7f32-4376-abb4-ae9a7c818ace'],,
ji tsyym sahõnh hẽ_aeffdfca-557a-4b2e-84d8-63802e1f73f5,,2018-07-27T19:50:00Z,2018-07-27T19:50:34Z,ji tsyym sahõnh hẽ,phrase,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},ji tʃ’ɨ:bm ʃaˈhɔ̃ɲ ˈhẽʔ,['96393d18-7f80-4a9e-998b-120f63260717'],,
kawajããn_afa28d54-abe7-4f7e-8f88-3198bb0aa7ca,,2019-11-15T22:16:56Z,2019-11-15T22:18:18Z,kawajããn,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},ka'wa'ja:n,['c834b3ed-196e-4f8f-b5a5-d85d48259104'],,
ro_b1abc990-c1ea-43d4-8b21-fa76059b858d,,2019-12-31T14:04:44Z,2019-12-31T14:05:44Z,ro,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},ɾoʔ,['60f742ea-cc3c-4b75-88a4-0b7e877cd979'],,
ji me heet péh_b35586b7-4165-4c55-9d36-7b810719c0c1,,2018-07-27T19:45:33Z,2018-07-27T19:46:29Z,ji me heet péh,phrase,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},ji meʔ ˈhe:t˺ ˈpɛh,['d3f3789f-497c-46fc-851e-869de94cdfee'],,
mahĩĩn_b3b9947d-577e-4f2f-85f6-6f3a3f49c1ef,,2019-12-21T20:51:49Z,2019-12-21T20:55:11Z,mahĩĩn,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},ma'hĩ:n,['1ae08eb3-1569-4746-8416-e59ffd15b672'],,
hɔ̃ːh_b51b4e2e-351b-48eb-a8b3-66978cee8e77,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,hɔ̃ːh,stem,,{},,['d42a357b-2e69-47da-8c38-23056aefd83d'],,
b’aa tooh_b825287d-3aa4-4dc9-9011-07bab380e384,,2018-07-07T18:31:45Z,2020-01-22T17:27:00Z,b’aa tooh,phrase,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},baʔa to:h,['488e94db-592f-45b7-9f26-4992cabe0416'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
ber&apos;oot_b839cb0e-8c87-4033-98be-0060ab0d93ee,,2020-01-26T04:31:50Z,2020-01-26T04:31:50Z,ber'oot,stem,,{},,['46e2fb23-e935-40f6-918f-c4df2c2681f7'],,
its_ba5295b1-91ab-47fa-aa47-63e8444af756,,2019-11-05T16:01:07Z,2019-11-05T16:02:17Z,its,stem,{'bibliography': 'Epps/Obert; fieldwork 2019'},{},iɟ,['cc1fd3f1-8d3b-420d-82ad-6e614ec15e18'],,
gawëëj2_ba8b6208-7fa0-4b79-a910-d01ec54c104f,,2020-01-25T04:34:58Z,2020-01-25T04:34:58Z,gawëëj,stem,,{},,['a389068d-7fa4-4250-9913-0c6951553f90'],,
ne_baf9d662-ec78-4534-a27b-b69b5072f1fc,,2020-01-26T04:54:26Z,2020-01-26T04:54:26Z,ne,stem,,{},,['5ca45e2c-8414-4c35-9136-20aeebc12c54'],,
pëëw_bc51e1f0-68ce-4051-b925-7b7eef2ce693,,2019-01-14T03:46:55Z,2020-01-08T22:45:16Z,pëëw,stem,,{},pə:w,"['4b0fb19d-e66c-483b-9ab8-4dc75471caf3', 'efd2c1e3-c7b9-4655-8efe-9019a744c557']",,
ji moo t&apos;aah_bc86d67c-d4ca-4304-9fb8-25657c35b382,,2020-01-08T17:26:01Z,2020-01-08T17:27:25Z,ji moo t'aah,phrase,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},ji mɔ̃: taʔah,['1999cd4f-c0cf-4664-bf32-b5ae301a83c3'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
tahoːh_bccaeab6-2645-401a-a5e2-394defe8de7d,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,tahoːh,stem,,{},,['39d5193f-d845-4e12-a3da-9ff401c49221'],,
tatɨʔ_bff6445e-d390-4aad-ab41-55bd70892fac,,2018-06-20T05:09:54Z,2018-06-20T05:09:54Z,tatɨʔ,stem,,{},,['97948c29-e3f3-441c-bf6e-5c833672d715'],,
éj1_c35497dd-ca85-4322-b3be-2507a29e22ed,,2019-12-11T18:07:44Z,2019-12-11T18:07:54Z,éj,stem,,{},,['6df51de4-b3c2-408e-88c6-d782834f9f45'],,
manäh_c495f6aa-c045-4ac5-93b7-4893ac314a2a,,2018-03-08T07:17:53Z,2019-11-25T03:25:02Z,manäh,stem,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},manʌh,['ba01ed64-5100-4894-b46f-287c2da93272'],,
dawɯd_c4b366b9-6429-4cf6-9f6e-a0848ac48085,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,dawɯd,stem,,{},,['61381378-5c4c-45dc-b5b6-0ca4118a5bb0'],,
padëëk2_c5a1d925-6abb-4768-b075-d78b9ce0ee53,,2018-03-08T07:17:53Z,2018-06-20T01:46:10Z,padëëk,stem,{'bibliography': 'SIL 2011'},{},padə:k,['996be76d-d27f-4c52-972f-368f85e36642'],,
yyw_c81e4bd2-b595-4e05-8c5b-9b8dfa830f5a,,2020-01-26T04:27:39Z,2020-01-26T04:27:39Z,yyw,stem,,{},,['7ba9eb9f-0b98-4f40-93e7-616cbd66b285'],,
s&apos;ëë_c93313d0-c120-4329-a437-dfffda2d32f6,,2020-01-25T04:28:19Z,2020-01-25T04:28:19Z,s'ëë,stem,,{},,['2ab881ee-93db-4828-be70-b67cee6256c5'],,
hʉbnxaa_cb31e5a8-cf19-4967-8c75-ed31937289d9,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,hʉbnxaa,stem,{'bibliography': 'Weir 1994'},{},həbna̰ːʔ,['f588a331-9a9e-4d9f-8518-6cb3f39b4047'],,
nʹoo däk_cc15196d-be8a-4cee-9ea2-11386c0cbb43,,2018-04-03T23:14:55Z,2018-06-20T01:46:10Z,nʹoo däk,phrase,{'bibliography': 'SIL 2011'},{},no̰: dʌk,['5affb151-c73f-4717-8e68-c4fa87480dea'],,"{'null': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}, 'null_1': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
had&apos;yyt_d1081e1b-c6c6-4df5-99e7-5717dc3b2518,,2020-01-25T04:38:17Z,2020-01-25T04:38:17Z,had'yyt,stem,,{},,['b2f00856-11d2-46e2-a3b2-3e305fe6766f'],,
ii_d27c74aa-04ab-45e9-82f0-83c3abf075b2,,2020-01-26T04:53:40Z,2020-01-26T04:53:40Z,ii,stem,,{},,['83d1bfa6-1841-43a4-8825-ab2c0d88b6b3'],,
hahỹỹh2_d33ded7e-4afe-450a-a112-bb66fd7cddce,,2020-01-25T05:00:11Z,2020-01-25T05:00:11Z,hahỹỹh,stem,,{},,['00e28c1b-2ade-4138-a2d6-b2190b60c25e'],,
???_d3c6d09d-f4c9-435c-be6d-c6c54025171b,,2018-06-20T02:22:02Z,2018-07-10T00:16:37Z,,stem,,{},,['b0ba1dd4-084d-49ea-b654-49da5bfaa6f3'],,"{'eëëk_a6772535-05f5-4859-8007-ff6a89c86664': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}"
tii2_d3db1b0f-4558-4e63-94dc-a2d6b0d31def,,2018-04-04T19:21:41Z,2018-07-08T18:04:25Z,tii,stem,"{'bibliography': 'Fieldnotes Epps/Obert; 2018', 'Note': '(ta) tii'}",{},ti:ʔ,['bcf4b8f9-29c4-469e-8b4e-e719da0062ae'],,
datés_d4d8658e-0692-4022-8f66-d7ff445c29c8,,2018-07-07T17:58:14Z,2018-07-07T17:58:46Z,datés,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},daˈtɛʃ],['d0178027-9a04-4739-8553-10b961b353eb'],,
näng2_d78c5f80-7eb0-47dc-85e4-5928a1eca688,,2020-01-26T04:56:20Z,2020-01-26T04:56:20Z,näng,stem,,{},,['7b829e1b-db3d-4670-a025-7e03f906d795'],,
dʉ́ng_da019cd9-ee6c-4770-86c2-2894aa3e5733,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,dʉ́ng,stem,{'bibliography': 'Weir 1986'},{},dʌŋ,['32f40b45-9213-485c-9865-f67b353bb7fb'],,
ha2_dacf0200-8acf-4322-9ad4-cc4be61a5f11,,2020-01-26T04:26:08Z,2020-01-26T04:26:08Z,ha,stem,,{},,['2c1abe27-e1c3-490c-b423-40571d3cbbd1'],,
eỹỹm1_db33bb76-0902-4cd5-a8db-eb1f7bdaefba,,2018-03-08T07:17:52Z,2019-11-11T00:31:59Z,eỹỹm,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},ʔeˈʔɨ̃:m,"['9681fbe7-274e-4fa3-b556-45e7f319a185', '67c688ee-3388-429c-906f-fc98099453ad']",,
tahawëënh_dc51469e-e3a9-43c4-9276-0070c9ef96f5,,2020-01-25T04:42:12Z,2020-01-25T04:42:12Z,tahawëënh,stem,,{},,['20cafb73-a369-410b-b2e5-1fbfab48421f'],,
asëm_dc855a5e-e265-4869-9faa-8947234d666a,,2020-01-08T15:20:52Z,2020-01-08T15:21:58Z,asëm,root,{'bibliography': 'Epps/Obert; Fieldwork 2019'},{},a'ʃəm,['fa048f7f-0e49-47d8-af8d-e5f45ec6051e'],,
wabëë_dcae8bd6-6662-4188-b818-94d23063c4d4,,2020-01-26T04:36:24Z,2020-01-26T04:36:24Z,wabëë,stem,,{},,['ec47b677-cfa4-45f5-8681-553a2339376c'],,
ma5_dd0666f2-5914-433d-a28a-fbf359a35f2b,,2020-01-25T04:32:04Z,2020-01-25T04:32:04Z,ma,stem,,{},,['3d237ddd-0b07-47cd-b4e6-40e2a2869efd'],,
suun_dd2c0f37-e8c2-4ab3-8579-a8b6a2852e84,,2020-01-26T04:37:32Z,2020-01-26T04:37:32Z,suun,stem,,{},,['a1f522d1-25a5-45c7-b558-e0238ec75b33'],,
nad&apos;ëëd_dd993279-961b-4e7e-aaf2-0286f5a2b9e1,,2018-07-08T16:56:37Z,2020-01-08T19:29:29Z,nad'ëëd,stem,"{'bibliography': 'Fieldnotes Epps/Obert; 2018', 'Note': 'problem: naˈdǝʔǝd˺ or naˈdɨʔɨd˺'}",{},naˈdǝʔǝd˺,['44dbdb0a-cfc6-4ae0-8ca4-c3d1963b5d78'],,
na-ããj hẽ_e262cff9-ba73-4172-a5b8-d9c485093136,,2019-11-17T03:32:21Z,2019-11-17T03:35:35Z,na-ããj hẽ,phrase,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},naʔã:j hɛ̃,['9ed2449a-3f59-41ae-8c3c-42988eb4295f'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
nehãw_e28b3457-b326-4d75-8e50-d800e365a895,,2018-07-05T13:46:40Z,2018-07-06T18:56:23Z,nehãw,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},neʔhãw,['b25a8442-d86c-468d-a6e1-f8c40de75dde'],,
jabarato_e37808c2-72a0-408b-ba1f-a90b65dd3c81,,2018-07-27T23:04:37Z,2018-07-27T23:05:33Z,jabarato,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},jabaɾaˈtoʔ,['d0714ff3-13cd-4553-a3c4-6ab362b7f866'],,
eoom_e666abf2-eabe-4681-948b-72a9af0c2ed9,,2018-07-10T13:12:30Z,2018-07-10T13:13:23Z,eoom,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},ʔeˈʔo:bm,['d53098d4-b052-402e-9be3-46b003f67c0a'],,
r&apos;oot_e8e02051-ff0f-4d2f-a1a8-2da0e580ff5c,,2020-01-25T04:29:03Z,2020-01-25T04:29:03Z,r'oot,stem,,{},,['b8aba600-7f67-413a-9048-4972d6ee29d2'],,
hahỹỹh3_e8fb77d0-ee1d-45ad-a9eb-72b3f11fb6da,,2020-01-26T04:32:37Z,2020-01-26T04:32:37Z,hahỹỹh,stem,,{},,['def3b175-2bb0-4854-be0c-73b0c0913845'],,
ehab_e92f47c7-413d-4a3d-8c1f-019ff0dd12ed,,2019-12-21T00:57:24Z,2019-12-21T00:58:42Z,ehab,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},e'hab,"['a3773761-2f82-4d58-812a-d077513d12d4', '1f4f4169-904b-4a7f-ac50-b7a6b83b5a44']",,
kanés_e9993a8e-4b5d-4020-ba21-8dcd58e347b8,,2018-03-08T07:17:53Z,2020-01-11T16:29:19Z,kanés,stem,{'bibliography': 'Fieldnotes Epps/Obert; 2018'},{},kaʔnɛ̃ʃ,['957ee017-c193-4430-a1ac-41dcf18997e3'],,
jëëpits_eb704e72-9f60-4593-a8e4-b26a718a0183,,2018-07-15T20:08:06Z,2018-07-15T20:09:09Z,jëëpits,stem,"{'bibliography': 'Fieldnotes Epps/Obert; 2018', 'Note': 'problem: jǝ:piɉ˺ or jǝ:pǝ:ɉ˺'}",{},jǝ:piɉ˺,['a18af3d6-d2b1-4fc0-aa21-f677209d5d19'],,
wëët_ecd559af-f1e4-42d0-9f9f-36fcbca83133,,2020-01-26T04:26:19Z,2020-01-26T04:26:19Z,wëët,stem,,{},,['e29310d6-bf09-47e6-8364-1e5beb1a83a3'],,
kahũũm_edb14c07-f4e4-49ef-8e80-ffbedcf5072a,,2019-11-21T21:23:50Z,2019-11-21T21:25:13Z,kahũũm,root,{'bibliography': 'Epps/Obert; Fieldnotes 2019'},{},kahũ:m,['2bf40744-8bf9-4877-aca0-1598ed9e2e84'],,
nahʉ́ʉ́h_efde7ae3-ad6d-4780-bc2d-938e26a751b2,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,nahʉ́ʉ́h,stem,{'bibliography': 'Weir 1990; Weir 1994'},{},nahʌːh,['8aa075ca-a6d4-4f87-b38a-00ec3971b01e'],,
iih_f00e2276-9be2-476e-9b29-3fb9e946374c,,2020-01-26T04:45:25Z,2020-01-26T04:45:25Z,iih,stem,,{},,['b46d3f02-5fad-4a94-89e8-b867c82524cb'],,
ba2_f1aeb631-c77e-4580-ada5-3603d76e1db5,,2020-01-24T01:56:14Z,2020-01-24T01:56:14Z,ba,stem,,{},,['8a37cbd5-45a7-497c-91c1-db3a7001c776'],,
hëp_f26a22e6-6630-411c-8f0f-240d649e6f57,,2018-03-08T07:17:53Z,2018-07-04T14:34:45Z,hëp,phrase,{'bibliography': 'SIL 2011; Fieldnotes Epps/Obert; 2018'},{},həp,['450e5b32-0196-4d6e-869a-fef32594922f'],,
her&apos;oot_f3c73a07-68e2-4eba-b8d9-48f1f65dce06,,2020-01-26T04:50:32Z,2020-01-26T04:50:32Z,her'oot,stem,,{},,['2faa200d-6661-42cd-bc10-4272a87eaf6b'],,
päh_f504ef30-0c11-485d-9764-e4cb2d84e110,,2020-01-26T04:30:55Z,2020-01-26T04:30:55Z,päh,stem,,{},,['4cc4509c-1e5d-44a9-baf1-f0d2314b143a'],,
dooh2_f50666b1-7d7e-449a-8205-0cda6a02f920,,2018-06-20T05:09:54Z,2018-06-20T05:17:30Z,dooh,stem,{'bibliography': 'Weir 1994'},{},doːh,['daced675-7fe4-4fa2-b6fe-0a7a33a8cd6e'],,
g&apos;ããs_f58fdf41-6b50-40ca-bda7-e1ec3f7fe7b4,,2020-01-25T04:23:57Z,2020-01-25T04:23:57Z,g'ããs,stem,,{},,['50d7f00e-b172-4ab8-9437-c91abd5b6234'],,
ner&apos;oot_f5a3ad5d-b935-41f3-b68d-bc2007b2bafd,,2020-01-25T04:44:00Z,2020-01-25T04:44:00Z,ner'oot,stem,,{},,['d782f453-05e8-40a9-a826-1c02fe446a85'],,
tɔ̰̃p_f5d2c6fc-7483-4978-a80f-1a12a7d69426,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,tɔ̰̃p,stem,,{},,['cf6d4de6-25d4-4745-9df7-8b8c3259055f'],,
ʔaʃop_f5f8196a-3021-4af8-b22f-7317b5d12710,,2018-06-20T05:09:53Z,2018-06-20T05:09:53Z,ʔaʃop,stem,,{},,['cc670aac-f288-40ce-9795-9da0bfd83077'],,
katose_f661a641-05e7-4102-9239-32eb4e5eb8a1,,2020-01-25T04:58:09Z,2020-01-25T04:58:09Z,katose,stem,,{},,['c8d06124-adbc-483b-b833-07705915a818'],,
nä2_f686f0fd-09f2-4106-b547-4c7070be1556,,2020-01-26T04:48:34Z,2020-01-26T04:48:34Z,nä,stem,,{},,['68aeaa60-a43b-4dd6-9c29-5920e583f138'],,
ti2_f7c537d1-00e0-4fb1-8af2-4b4a353c8c3a,,2020-01-26T04:38:27Z,2020-01-26T04:38:27Z,ti,stem,,{},,['026a0f52-70e4-4b92-9205-921182bd99f8'],,
patsëë_f975debe-d1b6-4a5a-94a8-562e89f3b5a6,,2018-03-08T07:17:53Z,2018-06-20T01:39:37Z,patsëë,stem,"{'bibliography': 'SIL 2011', 'Note': 'cf. atón para s.'}",{},paɟə:,['960aad04-742e-41a6-a845-681f676d1253'],,
nyyd_facdf3f0-1a1e-403e-912b-c4f27a0d057e,,2019-11-06T14:48:13Z,2019-11-06T14:49:27Z,nyyd,root,{'bibliography': 'Epps/Obert; fieldnotes 2019'},{},nɨ:d,['d5fbba1d-875b-41e0-b7bb-e5464bac4b6d'],,
be_fbdfe498-a0ec-4ca9-aedf-7462dafcf4f7,,2020-01-24T20:45:13Z,2020-01-24T20:45:13Z,be,stem,,{},,['9efb291e-c7ac-420a-8553-1d28627f81ec'],,
bé_fcf28ca9-49ec-4cd6-9e26-e57e2e02e4b7,,2020-01-26T04:25:20Z,2020-01-26T04:25:20Z,bé,stem,,{},,['9459cf68-19cc-45a7-8abd-b9d5d0d37887'],,
pewóp_fe8579ae-8d79-4a6f-95cc-c7e6fefb2fa6,,2020-01-25T04:39:37Z,2020-01-25T04:39:37Z,pewóp,stem,,{},,['acd92b03-d069-4843-ae87-ad2288915bce'],,
j&apos;ooh_ff2984bb-c88c-4390-b49c-de234bf22ec5,,2019-01-14T03:46:56Z,2019-01-14T03:54:30Z,j'ooh,stem,,{},joʔoh,['b0db2efd-e199-42a1-969e-94d3131b1479'],,
ha jé_ffe22427-e884-4dfe-a297-164e4b28e150,,2019-11-29T02:49:44Z,2019-11-29T02:49:44Z,ha jé,phrase,,{},,['cb2b1a3f-9d04-468c-a497-8395bd836a75'],,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}"
n&apos;aa_ffe9aef3-6369-43f7-b87d-b91ab18b00c6,,2020-01-24T21:06:01Z,2020-01-24T21:06:01Z,n'aa,stem,,{},,['34fe7ac1-e02e-46ae-b874-ca2c7cf8a244'],,
