entry_id,matches,def
tah_396fe9f8-b06b-48e2-92a74335e87b321d,"{'t&apos;aah_53b37a98-9c06-4c23-b5d8-447f89451984': (""t'aah"", 'son;filho'), 'tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a': ('tʌ̰:h', 'tapuru'), 'tʌ_5ea024ce-8d5b-461c-ae9697daffe5dbb1': ('tä', 'food;comida'), 'tʌ̃h_a7c9df87-679d-4f00-b9d6c15af816ae8f': ('tʌ̃h', 'irmão.novo'), 'tëëng1_973a6d9c-adec-4a58-98e0-2ac2c9961a59': ('tëëng', 'firewood;lenha')}",o.próximo
hewo:ɲ_397db076-cf3b-4301-9885681cbbd2ec1a,"{'hewooj_397db076-cf3b-4301-9885-681cbbd2ec19': ('hewooj', 'dry;secar')}",dry;secar
ʃɔ:_39949de8-fe17-4f70-b9672053c6b26205,"{'ʃo:_8d4ce206-887a-448d-a7db8239d7cbecd0': ('soo', 'woodpecker;pica-pau'), 'ʃɔ̰:_8d669ad1-8a35-4d91-bda3160c4dbf2672': ('ʃɔ̰:', 'estar sentado')}",tirar sorva
bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467,"{'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta'), 'pooh_bdd27c96-ea96-4676-845e-c97461c4e435': ('pooh', 'nose;nariz'), 'mooh1_f3b52f1a-d90c-47a3-a82e-0f14c1209ae3': ('mooh', 'hand;mão'), 'po̰:h_0978090e-f818-4a26-b58cf420dbef4260': ('po̰:h', 'roça'), 'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 'mistura para coca'), 'pɔ:_abd72bf1-41ab-46d9-8ee89d92b5dc1616': ('pɔ:', 'nariz'), 'p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta')}",sobrinha
ga_3a3057b8-06f5-4c13-807415a199fc3bb6,"{'gʌ_8c3e9683-efa0-43fd-b2c67fb130828ae9': ('gʌ', 'be.in.hammock;estar.na.rede'), 'gə:h_94b140c8-32b8-4618-846e6d093fbdb67e': ('gə:h', 'be.sweet')}",inside.of;dentro
hẽ_3bf2f3c2-3b71-4c02-9a24b506631eabbc,"{'hẽ_081a7a8a-0158-4d80-abaed16c5ebdcef8': ('hẽ', 'levantar.coisa')}",ADV
gɔ̰̃:_3d7b5908-83e6-4232-ad557eb73347179c,"{'gó_32db9835-81bc-4809-83fb-6b662dc0682a': ('gó', 'in;dentro'), 'go:_335d28a8-83a8-4e3e-9f342756b1b9ea7b': ('go:', 'arrancar'), 'gõ̰:h_eb41f0ed-d6f9-4d6e-85b336781b9f4841': ('gõ̰:h', 'caba.ovo')}",macaco-prego
wət_3d9e8a40-28bc-4880-9dc1525d808cd0db,"{'wʌt_6f82fc68-dc2b-409a-86de9dcd3f28347f': ('wʌt', 'lá vai'), 'wɨ:d_9d9354e7-2fe3-4abe-a360cc883a42bff7': ('wɨ:d', 'find')}",estar.em.movimento
abok_3f0ad664-b876-46e5-a2739d4bf73b7850,"{'apuk_b1c2bae7-61bc-4df5-96681e1b467b926c': ('apuk', 'cavar')}",andar
ho̰:_4113864d-2d85-4f29-909ef8deb4a55024,"{'h’ooh_c95ea861-4c45-4a1a-8ef3-688bec4eb1f7': ('h’ooh', 'canoe;canoa'), 'ho:h_a8ed36ac-b900-49b9-962369d3aa0f1559': ('ho:h', 'fígado'), 'hɔ:h_f900068e-bcdb-4841-8547ba76b0bd11bf': ('hɔ:h', 'virilha')}",inambu pequeno
nɔ̃:_41cd8839-c928-4e16-9eab2f43ea87fec1,"{'nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('nooh', 'mouth;boca'), 'do:_53082cdc-d65b-4949-94043a47fd80f8b6': ('do:', 'be (n.i. do)'), 'do:_8f96a134-db02-4580-a0d5599f0a181e2': ('do:', 'the.one'), 'dɔ_b34c70de-07c4-4851-930bb7d6ef30937d': ('dɔ', 'ainda'), 'do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2': ('do:', 'take'), 'noo1_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('noo', 'mouth;boca')}",dar (nɔ̃ʔ inf.; nɔ̰̃ːʔ n.i.)
ma_4264a5f5-d297-4c5e-9ce680ae7193474b,"{'mä_2fbb0d64-ddd8-486d-a94a-5e6d3a1db9fc': ('mä', 'ucuqui;ucuqui'), 'wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5': ('wëë', 'alligator;jacare'), 'wë3_d683ed0f-5336-42bd-973a-dd2b94750fd0': ('wë', 'sky;céu'), 'wã:_173a9672-acc9-46fd-bfc1a486ca2c20b7': ('wã:', 'grelo.de.buriti'), 'wʌ:_8959362b-3825-4848-9eba1c72cb36d5d5': ('wʌ:', 'espécie de árvore'), 'bʌ_8df25412-204a-46bc-a7873ef67101e1ce': ('bʌ', 'na.frente'), 'wə:_9485bb49-c230-459f-b30e231a60b19151': ('wə:', 'mato caído'), 'wə_a802edee-a71f-41cf-b15a48d2cd10f3e6': ('wə', 'ao.lado'), 'ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a': ('ma', 'make'), 'bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëh', '2PL;2PL'), 'mäh_63073248-c558-4fc1-8f4c-63527c9e11c7': ('mäh', 'RPT;relatado (abreviação?)')}",pertences
gamãg_442a9fb3-e66d-4f8c-a0fc2291cbef737b,"{'kamak_dfae89f9-0470-48cd-9b48-c0d0ab77f609': ('kamak', 'strangler.vine;apui'), 'kamag_bc987b37-12a6-49c4-a1b8209cf0f6a9f7': ('kamag', 'defunto')}",espécie de pássaro
hɨ̃:j_4462532d-74ae-455b-84335a21f802135a,"{'hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77': ('hỹỹj', 'brother;irmão'), 'hëëj_d8cd3b39-bb36-4332-b938-a6f4b9560376': ('hëëj', 'forest;mato'), 'hɨ:j_49643aa0-9b00-45bc-9a06f4da8d189eb0': ('hɨ:j', 'comida.farelo')}",formiga.sp
ʃe_44710235-cb36-41d3-88f87a88edc7df2c,"{'ʃe:h_7ae1b6f3-336e-4130-bcf57e76f3853f43': ('ʃe:h', 'outro'), 'sẽẽ_4a265a7c-06dc-406e-acbf-361618b09a42': ('sẽẽ', 'caracaraí'), 'séh_35b0b0bd-4cdf-4e50-a69e-0effa539fc07': ('séh', '?;ué!')}",sobrinho
akə:_46f2c675-ccd1-4908-8693cea8ae7dc036,"{'agä2_b43dfe1e-4d9c-44c4-966b-7cdca5ef5b85': ('agä', 'lie.in.hammock;deitar.rede'), 'akã:_b98e7e00-49af-471c-bb4a1cbc7265657e': ('akã:', 'descascar.fruta')}",enterrado
do̰:b_47303514-3cb9-4b25-89cd865353c9646b,"{'t’õõm_3cdcf804-ed94-4d32-8388-d8ed3cf4b239': ('t’õõm', 'disposable.basket;cesto.descartável'), 't&apos;õõm_6945fd07-f2f1-4af1-a00a-c25ab150e2a3': (""t'õõm"", 'woven.traditional.backpack;panacu')}",japó
maʃa:_481eb163-0cd4-42fd-811554fb20c95b09,"{'maʃã̰:h_1cea3332-ac1d-44f0-ad978d82420abd3d': ('maʃã̰:h', 'xerimbabo')}",ajudar
hɨ:j_49643aa0-9b00-45bc-9a06f4da8d189eb0,"{'hỹỹj2_53908455-3b39-4ca5-bc5b-bdcd9f258d77': ('hỹỹj', 'brother;irmão'), 'hëëj_d8cd3b39-bb36-4332-b938-a6f4b9560376': ('hëëj', 'forest;mato'), 'hɨ̃:j_4462532d-74ae-455b-84335a21f802135a': ('hɨ̃:j', 'formiga.sp')}",comida.farelo
hɨ:h_4a6af09e-19e4-45b8-8276edcd7b1ff9,"{'hëë_91665d7c-02fc-42cc-ac63-c3b81b7f4576': ('hëë', 'paddle;remo'), 'hi:h_66d26891-79d8-4e55-bd384345ac314077': ('hi:h', 'abelha')}",DEM
hop_4b4b4a7f-c3b7-42b3-973b26c02b2531d,"{'hub_330a07e9-0341-422e-93a0-3e745dff7949': ('hub', 'right;direito')}",banhar-se (n.i. hob)
nʌ_4b7f5948-bdce-4500-aff6a4162c201a27,"{'na_0126d0ce-96ed-408a-bd2866f3a4628410': ('na', 'me.da'), 'na̰:_1d906551-ab54-4157-8e621fd969e9a668': ('na̰:', 'na.qual.de'), 'na_502c638d-8616-4812-b9667966da16815c': ('na', 'NEG;NEG'), 'na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e': ('na', 'come n.i.'), 'nä1_4b7f5948-bdce-4500-aff6-a4162c201a26': ('nä', 'ainda')}",ainda
bi:ʃ_4e4766cf-1634-41cf-8f2b8a53fcce110e,"{'piʃ_524d6575-0649-4173-b87cf1864f9b813a': ('piʃ', 'espremer mandioca')}",pipira
pɔ̰̃:n_4efe0b96-672b-40ed-9e9749828ac4667d,"{'pɔ̰̃:d_708f622c-e2c2-456a-a655df9b7f44ae2': ('pɔ̰̃:d', 'espécie de trepadeira'), 'pɔ̰̃:d_ab0cfaae-c21c-4d6f-a26cb1212aa99937': ('pɔ̰̃:d', 'peçonha')}",andar enfileirado
na_502c638d-8616-4812-b9667966da16815c,"{'na_0126d0ce-96ed-408a-bd2866f3a4628410': ('na', 'me.da'), 'na̰:_1d906551-ab54-4157-8e621fd969e9a668': ('na̰:', 'na.qual.de'), 'nʌ_4b7f5948-bdce-4500-aff6a4162c201a27': ('nʌ', 'ainda'), 'na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e': ('na', 'come n.i.'), 'nä1_4b7f5948-bdce-4500-aff6-a4162c201a26': ('nä', 'ainda')}",NEG;NEG
wɛm_505924e7-a7a4-4f83-97104453b3e9047e,"{'wɛ̃m_d85377b8-bd2e-46c4-b056cf8c3e2a4e88': ('wɛ̃m', 'esticar')}",espécie de árvore
piʃ_524d6575-0649-4173-b87cf1864f9b813a,"{'bi:ʃ_4e4766cf-1634-41cf-8f2b8a53fcce110e': ('bi:ʃ', 'pipira')}",espremer mandioca
do:_53082cdc-d65b-4949-94043a47fd80f8b6,"{'dooh1_3ce71fc8-bcb6-49e2-aecf-4bba9da31ed4': ('dooh', 'NEG;NEG'), 'tooh_6043f2b6-842d-49d1-9764-2fd9ab21b3ba': ('tooh', 'white.lipped.peccary;queixada'), 'nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('nooh', 'mouth;boca'), 'nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4': ('nuuh', 'head;cabeça'), 'du:h_1c1e2650-1809-4f40-a14833b3a9902630': ('du:h', 'nádegas'), 'tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e': ('tũ:', 'floor;ground'), 'nɔ̃:_41cd8839-c928-4e16-9eab2f43ea87fec1': ('nɔ̃:', 'dar (nɔ̃ʔ inf.; nɔ̰̃ːʔ n.i.)'), 'do:_8f96a134-db02-4580-a0d5599f0a181e2': ('do:', 'the.one'), 'tu_983b21ad-1243-49cf-850fb9211c029c38': ('tu', 'esteio'), 'dɔ_b34c70de-07c4-4851-930bb7d6ef30937d': ('dɔ', 'ainda'), 'do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2': ('do:', 'take'), 'noo1_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943': ('noo', 'mouth;boca')}",be (n.i. do)
tatɔk_543193f1-37f9-46ea-8153ae2c27968998,"{'tatoog_93f60423-0ba3-41f6-8740-087e56257443': ('tatoog', 'granddaughter;neta')}",picar
bu:j_54613d00-08ea-44ed-b99659610ba3cac7,"{'booj_3c9337be-a478-493e-bed4-c0f035f02c63': ('booj', 'traira.fish;traíra'), 'mu:ɲ_35d0254a-73e3-4fbc-8f5995f2104a384': ('mu:ɲ', 'rolinha'), 'boj_c23a0ba2-7d0a-4ada-838e7864cf0a7b9d': ('boj', 'pênis')}",feitiço
ma _54824c04-d384-4521-8a423b26b9a0c86f,"{'ma=_4d9fb59f-a91b-4993-be66-06611c118977': ('ma=', '2sg.A;2sg.A')}",INSTR;INSTR
ahõm_558e9afc-9ba2-4539-a7f64f97c105a801,"{'ahṵ̃:m_7101b90d-ca9a-4580-9d2ad92b4ebe63d8': ('ahṵ̃:m', 'subir.rio')}",ir
jɔh_56c233ea-acd0-4bcb-8ae9a58efc146d9c,"{'j&apos;ooh_ff2984bb-c88c-4390-b49c-de234bf22ec5': (""j'ooh"", 'gen.affine'), 'jɔ_319f5a88-6001-437b-9f8edadc0a51d8b': ('jɔ', 'on;em.cima'), 'jõŋ_35e20f56-2cd9-4561-a9a450ff279c8974': ('jõŋ', 'be.many (n.i. yõoh)')}",zagaia
tɨŋ_5724ff6d-c354-4517-881fba3c003e92d3,"{'tëg_3e9706fe-48bd-40b2-95c5-b58ca6cc9388': ('tëg', 'tooth;dente'), 't’ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12': ('t’ëëng', 'tapir;anta'), 'tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445': ('tyyg', 'fire;fogo'), 'tɨ:ŋ_e2b5fecf-076d-455e-afca70e5369e1d23': ('tɨ:ŋ', 'assoalho'), 't&apos;ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12': (""t'ëëng"", 'tapir;anta'), 'tëëng1_973a6d9c-adec-4a58-98e0-2ac2c9961a59': ('tëëng', 'firewood;lenha')}",support
buŋ_5748fd7b-1d89-45b1-9f10c880f23bf816,"{'boog1_62ca10cf-1f6b-4649-90fa-b022c5c34283': ('boog', 'bitter.manioc;maniva'), 'puh_57bb72df-4cf6-4402-bd614bed152962c1': ('puh', 'espuma'), 'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 'mistura para coca'), 'puh_e25be93c-0c6b-462c-8c1d846391d9cb7e': ('puh', 'peixe.sp'), 'boog_62ca10cf-1f6b-4649-90fa-b022c5c34283': ('boog', 'bitter.manioc;maniva')}",mutuca
puh_57bb72df-4cf6-4402-bd614bed152962c1,"{'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta'), 'pooh_bdd27c96-ea96-4676-845e-c97461c4e435': ('pooh', 'nose;nariz'), 'po̰:h_0978090e-f818-4a26-b58cf420dbef4260': ('po̰:h', 'roça'), 'buŋ_5748fd7b-1d89-45b1-9f10c880f23bf816': ('buŋ', 'mutuca'), 'bo:h_6a7b644a-7672-4290-94f54f812ad24773': ('bo:h', 'mistura para coca'), 'puh_e25be93c-0c6b-462c-8c1d846391d9cb7e': ('puh', 'peixe.sp'), 'pṵ:h_f3f47438-a4db-4f2e-96e195798984f94': ('pṵ:h', 'espécie de árvore'), 'p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta')}",espuma
bo̰:w_58f3af21-562e-4ed9-a323803b746fa4b7,"{'puuw_dba9c1c2-cc38-4314-b9f5-c5df5138a06a': ('puuw', 'bastard.plantain;bananeira do mato')}",coruja.sp
ɨ̃:j_5a1c00f9-4ec3-4e16-b5fe91e9b4916736,"{'ɨɲ_314efd94-d358-473e-b24ce05b4d9e7dd9': ('ɨɲ', 'sister')}",mulheres
ʃa:h_5b3da68a-6968-434c-b4b07f6f03dba96b,"{'sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4': ('sëh', 'coals;brasa'), 'tsʹaa_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaa', 'stingray;arraia'), 's’ëëh_c2500249-3e46-4056-8e86-6d258b177a45': ('s’ëëh', 'dream;sonho'), 'ʃa:h_6e02a210-1c01-428c-a1b3d6080453fb64': ('ʃa:h', 'be.hungry'), 'ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3': ('ʃə:', 'camarão'), 'ʃa_9258a56c-b681-4637-922dc15c3cc4d778': ('sa', '3PL.POSS;3PL.POSS'), 'tsʹaah_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaah', 'stingray;arraia')}",sobrinho (pl ʃa̰ːh)
baho̰:d_5cc0dedf-d5e2-4ecc-bcfd2380f2e3b862,"{'bahõd2_c7fb0386-4f9c-4e01-b63e-98d57aeff3a4': ('bahõd', 'amazonian.marsh.rat;rato.de.água')}",temporal
awə:ɲ_5d354e7a-373f-43e7-a04d51fa7ec24098,"{'amaaj_a5a8c5a4-ff77-48be-a14c-a8dd2d196e96': ('amaaj', 'piranha;piranha')}",descer.para.rio
pa:h_5d6b8726-aa64-4b93-9329884a1e4b1af9,"{'bʹaah_20a69c66-ccf7-44e3-80f2-9c04da85502d': ('bʹaah', 'tree;árvore'), 'bëëh2_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëëh', '2PL;2PL'), 'pä_f147e3d8-5601-4640-b31b-4fd6d06fa113': ('pä', 'stone;pedra'), 'pa_308fbbfc-68b7-49a4-80eee6c9ed0d5045': ('pa', 'lado'), 'pə:_8eeb53c7-1d25-48da-8b2d51f5314aa792': ('pə:', 'cobra.sp'), 'bə:h_962a8de8-7f65-4e60-b8a4c16d27943a33': ('bə:h', 'suco'), 'pã̰:_9fab38fa-5fc0-4ee4-b82ec53f098b21ad': ('pã̰:', 'devido'), 'bëëh_962a8de8-7f65-4e60-b8a4-c16d27943a32': ('bëëh', 'suco'), 'bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae': ('bëh', '2PL;2PL')}",passado
tʌ_5ea024ce-8d5b-461c-ae9697daffe5dbb1,"{'tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a': ('tʌ̰:h', 'tapuru'), 'tah_396fe9f8-b06b-48e2-92a74335e87b321d': ('tah', 'o.próximo'), 'tʌ̃h_a7c9df87-679d-4f00-b9d6c15af816ae8f': ('tʌ̃h', 'irmão.novo')}",food;comida
eʃa̰:k_5f8affce-0fec-4b50-95aec2f3a8c3ad74,"{'etsʹëëk_1975647d-1f5d-470e-93b1-509b4f0e1773': ('etsʹëëk', 'steal;roubar')}",pescar.com.rede
abə̰:h_61005ddd-f254-40c6-b2cd2f1a0e5ce7b5,"{'apëëh_6a9e3b06-de1f-422d-a058-053dfc248b66': ('apëëh', 'green;verde')}",em.pé
hamʌh_611ef3be-8c5e-49a9-94c9f1121405e644,"{'habə_021ba618-79ea-4d99-8a2330e1b5b60c41': ('habə', 'espantar')}",vamos
bə̰:p_61864f59-37ff-4169-92dcb8034e5db3e4,"{'b&apos;ëëp_61864f59-37ff-4169-92dc-b8034e5db3e3': (""b'ëëp"", 'Come.here!;Vem!')}",Come.here!;Vem!
cawɨb_648111f5-c15d-4352-891c4045cc48f03,"{'sawyym_ee869356-dc53-4210-9fa0-608972e8e311': ('sawyym', 'black.palm;bacaba')}",peixe-rebeca; bodó
hi:h_66d26891-79d8-4e55-bd384345ac314077,"{'hɨ:h_4a6af09e-19e4-45b8-8276edcd7b1ff9': ('hɨ:h', 'DEM')}",abelha
ko:k_6a2444a1-51f9-429d-83ad2dbc45c37cc7,"{'ko:k_82ddb37b-3544-4e8b-87c934ef6a494b60': ('ko:k', 'arrancar (n.i. kog)')}",be.light (n.i. kog)
bo:h_6a7b644a-7672-4290-94f54f812ad24773,"{'p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta'), 'pooh_bdd27c96-ea96-4676-845e-c97461c4e435': ('pooh', 'nose;nariz'), 'mooh1_f3b52f1a-d90c-47a3-a82e-0f14c1209ae3': ('mooh', 'hand;mão'), 'po̰:h_0978090e-f818-4a26-b58cf420dbef4260': ('po̰:h', 'roça'), 'bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467': ('bɔ:h', 'sobrinha'), 'buŋ_5748fd7b-1d89-45b1-9f10c880f23bf816': ('buŋ', 'mutuca'), 'puh_57bb72df-4cf6-4402-bd614bed152962c1': ('puh', 'espuma'), 'pɔ:_abd72bf1-41ab-46d9-8ee89d92b5dc1616': ('pɔ:', 'nariz'), 'puh_e25be93c-0c6b-462c-8c1d846391d9cb7e': ('puh', 'peixe.sp'), 'pṵ:h_f3f47438-a4db-4f2e-96e195798984f94': ('pṵ:h', 'espécie de árvore'), 'p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d': ('p’ooh', 'hot.pepper;pimenta')}",mistura para coca
watu:r_6c6d6af3-914f-4223-af5b893f529f5157,"{'watoor_7c591ae2-72c2-4bc3-8498-908678de5333': ('watoor', '?;macaco.bicó')}",macaco.sp
da:b_6c6f913f-603e-4dd7-99d1c9122d333284,"{'naam_1c6836f3-ad20-47d5-bcce-190b8102d9ed': ('naam', 'louse;piolho'), 'da:p_2c5b7407-1bb9-4ee2-b7438ad9b0f2f317': ('da:p', 'for.no.reason')}",fazer rede
tug_6c751529-23ec-405f-bec2ac9a1cd2a827,"{'toog2_0f2dbd4f-1cba-4a76-b278-c720efdc0c0f': ('toog', 'daughter;filha')}",tarde
wapad_6d1f39e4-a447-4cba-b3ffb4b8f1eed9af,"{'wapëën_8a904b9a-c1a7-49ff-aeea-a5390a5181f6': ('wapëën', 'turn.around;virar'), 'mapa:d_f3c7d2d0-2b4f-4816-989082193821aa5c': ('mapa:d', 'espécie de taioba')}",piaba.fish;piaba
ʃa:h_6e02a210-1c01-428c-a1b3d6080453fb64,"{'sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4': ('sëh', 'coals;brasa'), 'tsʹaa_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaa', 'stingray;arraia'), 's’ëëh_c2500249-3e46-4056-8e86-6d258b177a45': ('s’ëëh', 'dream;sonho'), 'ʃa:h_5b3da68a-6968-434c-b4b07f6f03dba96b': ('ʃa:h', 'sobrinho (pl ʃa̰ːh)'), 'ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3': ('ʃə:', 'camarão'), 'ʃa_9258a56c-b681-4637-922dc15c3cc4d778': ('sa', '3PL.POSS;3PL.POSS'), 'tsʹaah_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaah', 'stingray;arraia')}",be.hungry
jɔ̃:w_6ebd14c0-8179-41f0-ab5e4b513be56744,"{'jo:m_eb5c00b0-2af8-40ce-b71faab109532ced': ('jo:m', 'plantação; planta')}",matapi (espécie de armadilha)
daruŋ_6eef50fb-81f8-4589-9a04d859e7d005ba,"{'tarog_881c607c-3829-44af-929d-caa7a9a1c811': ('tarog', 'squirrel;serelepe')}",thunder;trovão
wʌt_6f82fc68-dc2b-409a-86de9dcd3f28347f,"{'wət_3d9e8a40-28bc-4880-9dc1525d808cd0db': ('wət', 'estar.em.movimento')}",lá vai
pɔ̰̃:d_708f622c-e2c2-456a-a655df9b7f44ae2,"{'pɔ̰̃:n_4efe0b96-672b-40ed-9e9749828ac4667d': ('pɔ̰̃:n', 'andar enfileirado'), 'pɔ̰̃:d_ab0cfaae-c21c-4d6f-a26cb1212aa99937': ('pɔ̰̃:d', 'peçonha')}",espécie de trepadeira
ahṵ̃:m_7101b90d-ca9a-4580-9d2ad92b4ebe63d8,"{'ahõm_558e9afc-9ba2-4539-a7f64f97c105a801': ('ahõm', 'ir')}",subir.rio
wawo̰:ʃ_713c2e49-683d-4b4c-b21acb6fbd07c006,"{'waw&apos;oos_713c2e49-683d-4b4c-b21a-cb6fbd07c005': (""waw'oos"", 'caba.sp')}",caba.sp
ɨm_73d74d6f-08f3-463a-adc337a43c4c0787,"{'yb2_1cc95316-b9fe-4093-9b14-e9c016496d4a': ('yb', 'father;pai'), 'ỹỹm3_be33ca3b-f6a1-4066-b50a-97e305ec90bb': ('ỹỹm', 'wife;esposa'), 'ɨ̃:m_b7f8608c-1aaa-4014-b04d968cde2f7f88': ('ɨ̃:m', 'fear;ter.medo'), 'ỹỹm1_c5454b3c-10c6-4bf4-936d-38c30dd989de': ('ỹỹm', 'esposa')}",ficar
ɨh_75c83f39-6f85-4520-ac431d873a3fc10,"{'yyh_1dc877e3-ce0f-43ad-817b-0844fa5ccca8': ('yyh', 'fire.ant;formiga.de.fogo'), 'ỹ_acdb0c0b-2c0f-454f-91d1-eea4498bebf7': ('ỹ', None), 'ỹỹ_b5117bd5-2007-42dc-8931e60f4bb08b71': ('ỹỹ', '1sg;1sg')}",sleep n.i.
ʌ̃h_76c0c9b7-a018-4dfc-914d28f21d9c1e81,"{'ããh_687bdf1f-bff9-478e-97f1-33aacaf092cf': ('ããh', '1PLexcl;1PLexcl')}",dias
adʌk_774abf52-37f4-472c-9e05d6566bafdff,"{'anaak_786a66da-ee64-4cd0-b5d7-d98c0ee6d3be': ('anaak', 'yummy;gostoso'), 'atə:k_e4926732-ea43-4a15-986d9d6de8130da3': ('atə:k', 'arrumar')}",estar
ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3,"{'s’ỹỹ1_4b90f87b-b955-4578-a4eb-450e5425a275': ('s’ỹỹ', 'left;esquerda'), 'sëh_b9ee0750-e9ca-42a4-b61c-4fb14998e2c4': ('sëh', 'coals;brasa'), 'tsʹaa_be6ef049-4a0b-4431-ade9-063237e7fde5': ('tsʹaa', 'stingray;arraia'), 's’ëëh_c2500249-3e46-4056-8e86-6d258b177a45': ('s’ëëh', 'dream;sonho'), 'cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc': ('cɨ:', 'embrulho de folha'), 'ʃa:h_5b3da68a-6968-434c-b4b07f6f03dba96b': ('ʃa:h', 'sobrinho (pl ʃa̰ːh)'), 'ʃa:h_6e02a210-1c01-428c-a1b3d6080453fb64': ('ʃa:h', 'be.hungry'), 'cɨ:_848fc074-d423-48a0-92ca90f8e8726e7f': ('cɨ:', 'pupunha'), 'ʃa_9258a56c-b681-4637-922dc15c3cc4d778': ('sa', '3PL.POSS;3PL.POSS')}",camarão
mɨ:j_79d22043-a50a-490e-92dc1dc765665622,"{'wə:j_17bd0a2e-c26a-47a3-88c5d757cac06aa0': ('wə:j', 'espécie de cobra'), 'mɨ̰j_7cd38671-1bfe-4dd7-99cc7339b1622ddd': ('mɨ̰j', 'perema'), 'mỹỹj_dfe6e587-6395-4e95-992c-85a4d3e70bac': ('mỹỹj', 'temporary.camp;acampamento.temporário')}",lar
gada_79da67ca-9ef7-4e25-99343fa80326f1e8,"{'kata:_0885df11-e1f7-4582-8731d877f55fbab8': ('kata:', 'encontrar-se'), 'ganä_fa655317-0893-47e1-90dc-679be954cc94': ('ganä', 'appear;aparecer')}",esperar
ra:t_7a8a7378-0ed1-4ee0-a3ca81703d09c2b0,"{'ra:d_8bdb5180-2068-4a94-9105f4464640bb57': ('ra:d', 'espécie de árvore')}",lata
ʃe:h_7ae1b6f3-336e-4130-bcf57e76f3853f43,"{'ʃe_44710235-cb36-41d3-88f87a88edc7df2c': ('ʃe', 'sobrinho'), 'sẽẽ_4a265a7c-06dc-406e-acbf-361618b09a42': ('sẽẽ', 'caracaraí'), 'séh_35b0b0bd-4cdf-4e50-a69e-0effa539fc07': ('séh', '?;ué!')}",outro
ɔ:w_7b46d0e4-14b6-4aba-9b6d703bd75a6886,"{'oow2_d04af342-ffb6-4ca8-806b-a630870f74ee': ('oow', 'grandfather;avô')}",grandfather
no: kena̰:k_7c184abd-1399-4ba0-b334a56f7ead37d,"{'noo ken&apos;aak_7c184abd-1399-4ba0-b334-0a56f7ead37c': (""noo ken'aak"", 'like.food;gostar.de.comida')}",like.food;gostar.de.comida
mɨ̰j_7cd38671-1bfe-4dd7-99cc7339b1622ddd,"{'mɨ:j_79d22043-a50a-490e-92dc1dc765665622': ('mɨ:j', 'lar'), 'mỹỹj_dfe6e587-6395-4e95-992c-85a4d3e70bac': ('mỹỹj', 'temporary.camp;acampamento.temporário')}",perema
